CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Engagement_Score,R_Score,F_Score,M_Score,Churn,Customer_Segment,Customer_Lifetime_Months,Monthly_Trans_Value,Monthly_Trans_Frequency,Monthly_Revenue_Interchange,Monthly_Revenue_Interest,Total_Monthly_Revenue,Retention_Rate,Expected_Lifetime_Months,Customer_Lifetime_Value,CLV_Percentile,Profitability_Tier,Acquisition_Cost,Total_Servicing_Cost,Total_Cost,Total_Revenue,Net_Profit,Profit_Margin_%,ROI_%,Value_Matrix
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1,3,2641,1584,1057,0.809,4279,67,0.718,0.6,44.92,4,2,3,0,New Customers,39,356.58,5.58,8.91,23.76,32.67,0.90,35.26,1152.08,Premium,Gold (Top 25%),150,195,345,1274.31,929.31,72.93,269.36,High Value - Retain
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K,Blue,20,4,2,1,3095,1488,1607,0.924,4642,92,0.878,0.481,56.168,3,4,3,0,Potential Loyalists,20,386.83,7.67,9.67,22.32,31.99,0.98,19.53,624.66,Medium,Bronze (Top 75%),150,100,250,639.82,389.82,60.93,155.93,Low Value - Grow
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607,0,3607,0.504,2013,35,0.458,0,22.85,3,1,1,1,Need Attention,37,167.75,2.92,4.19,0.00,4.19,0.76,28.09,117.82,Low,Standard,150,185,335,155.17,-179.83,-115.89,-53.68,Low Value - Lost
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown,Blue,23,3,1,0,1954,1179,775,0.867,3896,67,0.718,0.603,43.38,4,2,2,0,New Customers,23,324.67,5.58,8.12,17.69,25.80,0.90,20.79,536.52,Medium,Bronze (Top 75%),150,115,265,593.44,328.44,55.34,123.94,Low Value - Grow
817247658,Existing Customer,45,M,3,High School,Unknown,$60K - $80K,Blue,27,6,2,3,21317,0,21317,0.833,3814,67,1.03,0,42.856,3,2,2,0,Need Attention,27,317.83,5.58,7.95,0.00,7.95,0.76,20.50,162.89,Low,Standard,150,135,285,214.54,-70.46,-32.84,-24.72,Low Value - Grow
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402,0,19402,0.58,1937,51,0.594,0,28.748,2,2,1,1,Lost,37,161.42,4.25,4.04,0.00,4.04,0.68,25.16,101.52,Low,Standard,150,185,335,149.31,-185.69,-124.36,-55.43,Low Value - Lost
714389883,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,1,8063,1485,6578,0.872,4275,77,0.833,0.184,48.5,2,3,3,0,At Risk,36,356.25,6.42,8.91,22.28,31.18,0.94,33.79,1053.66,High,Silver (Top 50%),150,180,330,1122.52,792.52,70.60,240.16,High Value - Retain
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2,2,3097,2409,688,0.912,4624,86,0.87,0.778,53.70,3,4,3,0,Potential Loyalists,32,385.33,7.17,9.63,36.14,45.77,0.98,31.24,1429.88,Premium,Gold (Top 25%),150,160,310,1464.59,1154.59,78.83,372.45,High Value - Retain
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3,2,1438.3,0,1438.3,0.736,2054,46,0.586,0,27.22,2,2,1,1,Lost,44,171.17,3.83,4.28,0.00,4.28,0.68,29.92,128.02,Low,Standard,150,220,370,188.28,-181.72,-96.51,-49.11,Low Value - Lost
824163333,Existing Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2,4,3161,2424,737,0.617,4307,66,0.784,0.767,44.43,3,2,3,0,Need Attention,39,358.92,5.50,8.97,36.36,45.33,0.76,29.61,1342.39,Premium,Gold (Top 25%),150,195,345,1767.98,1422.98,80.49,412.46,High Value - Retain
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435,2432,3,0.12,1460,32,0.103,0.999,19.44,3,1,1,1,Need Attention,30,121.67,2.67,3.04,36.48,39.52,0.76,22.78,900.24,High,Silver (Top 50%),150,150,300,1185.65,885.65,74.70,295.22,High Value - Win Back
711154908,Existing Customer,59,F,0,Unknown,Single,Less than $40K,Blue,40,5,2,2,1845,1076,769,1.016,4319,76,0.551,0.583,48.48,3,3,3,0,Potential Loyalists,40,359.92,6.33,9.00,16.14,25.14,0.98,39.05,981.69,High,Silver (Top 50%),150,200,350,1005.52,655.52,65.19,187.29,High Value - Retain
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603,749,854,0.733,2644,43,0.483,0.467,28.38,2,1,2,1,Hibernating,41,220.33,3.58,5.51,11.24,16.74,0.61,24.87,416.47,Medium,Bronze (Top 75%),150,205,355,686.48,331.48,48.29,93.37,Low Value - Lost
720334833,Existing Customer,39,F,5,College,Single,Less than $40K,Blue,30,4,1,2,4710,1869,2841,0.858,4719,91,0.655,0.397,56.276,4,4,3,0,Potential Loyalists,30,393.25,7.58,9.83,28.04,37.87,0.98,29.29,1109.07,High,Silver (Top 50%),150,150,300,1135.99,835.99,73.59,278.66,High Value - Retain
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498,0.497,2108,40,0.481,0.819,25.032,2,1,1,1,Lost,41,175.67,3.33,4.39,33.80,38.19,0.68,27.88,1064.54,High,Silver (Top 50%),150,205,355,1565.65,1210.65,77.33,341.03,High Value - Win Back
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.3,0,1438.3,0.767,4815,81,0.653,0,52.06,1,3,4,0,At Risk,28,401.25,6.75,10.03,0.00,10.03,0.94,26.28,263.64,Low,Standard,150,140,290,280.88,-9.13,-3.25,-3.15,Low Value - Grow
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K,Blue,45,5,1,4,24287,1676,22611,0.506,5495,69,0.816,0.069,50.58,4,3,4,0,Potential Loyalists,45,457.92,5.75,11.45,25.14,36.59,0.98,43.93,1607.44,Premium,Platinum (Top 10%),150,225,375,1646.46,1271.46,77.22,339.06,High Value - Retain
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,18,6,1,1,1694,1074,620,0.78,3857,70,0.75,0.634,44.43,4,3,2,0,Potential Loyalists,18,321.42,5.83,8.04,16.11,24.15,0.98,17.57,424.32,Medium,Bronze (Top 75%),150,90,240,434.62,194.62,44.78,81.09,Low Value - Grow
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457,0,1457,0.493,1441,39,0.393,0,22.16,3,1,1,1,Need Attention,36,120.08,3.25,3.00,0.00,3.00,0.76,27.33,82.06,Low,Standard,150,180,330,108.07,-221.93,-205.34,-67.25,Low Value - Lost
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown,Blue,27,6,1,3,25045,0,25045,1.018,3444,52,0.926,0,35.58,4,2,2,0,New Customers,27,287.00,4.33,7.18,0.00,7.18,0.90,24.41,175.14,Low,Standard,150,135,285,193.73,-91.27,-47.12,-32.03,Low Value - Grow
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,2,0,10859,1710,9149,0.974,3987,64,0.829,0.157,42.35,3,2,3,0,Need Attention,45,332.25,5.33,8.31,25.65,33.96,0.76,34.17,1160.20,Premium,Gold (Top 25%),150,225,375,1528.03,1153.03,75.46,307.47,High Value - Retain
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K,Silver,33,3,2,1,16928,1519,15409,0.894,3355,66,0.886,0.09,40.62,3,2,2,0,Need Attention,33,279.58,5.50,6.99,22.79,29.77,0.76,25.06,746.04,Medium,Bronze (Top 75%),150,165,315,982.56,667.56,67.94,211.92,Low Value - Grow
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K,Blue,30,6,3,4,4297,0,4297,0.797,4310,76,0.767,0,48.24,2,3,3,0,At Risk,30,359.17,6.33,8.98,0.00,8.98,0.94,28.16,252.85,Low,Standard,150,150,300,269.38,-30.62,-11.37,-10.21,Low Value - Grow
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2,3,8302,1294,7008,0.558,3221,66,0.61,0.156,40.08,3,2,2,0,Need Attention,30,268.42,5.50,6.71,19.41,26.12,0.76,22.78,594.98,Medium,Bronze (Top 75%),150,150,300,783.61,483.61,61.72,161.20,Low Value - Grow
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,3,3,2734,2517,217,0.7,4457,86,0.955,0.921,52.828,2,4,3,0,At Risk,39,371.42,7.17,9.29,37.75,47.04,0.94,36.61,1722.04,Premium,Platinum (Top 10%),150,195,345,1834.58,1489.58,81.19,431.76,High Value - Retain
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2,3,27374,1509,25865,0.803,4231,60,0.714,0.055,41.724,3,2,3,0,Need Attention,31,352.58,5.00,8.81,22.63,31.45,0.76,23.54,740.25,Medium,Bronze (Top 75%),150,155,305,974.94,669.94,68.72,219.65,Low Value - Grow
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown,Blue,38,6,3,1,2960,1853,1107,0.949,3921,63,0.853,0.626,41.48,2,2,3,0,Hibernating,38,326.75,5.25,8.17,27.79,35.96,0.61,23.05,829.09,High,Silver (Top 50%),150,190,340,1366.62,1026.62,75.12,301.95,High Value - Retain
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2,3,9110,0,9110,0.662,2999,75,0.786,0,42.80,3,3,2,0,Potential Loyalists,41,249.92,6.25,6.25,0.00,6.25,0.98,40.03,250.09,Low,Standard,150,205,355,256.16,-98.84,-38.58,-27.84,Low Value - Grow
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3,1,1539,0,1539,0.944,4793,71,0.614,0,48.172,2,3,4,0,At Risk,35,399.42,5.92,9.99,0.00,9.99,0.94,32.85,328.05,Low,Standard,150,175,325,349.49,24.49,7.01,7.54,Low Value - Grow
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2,4,1947,1160,787,1.227,4496,71,1.29,0.596,47.18,3,3,3,0,Potential Loyalists,36,374.67,5.92,9.37,17.40,26.77,0.98,35.15,940.77,High,Silver (Top 50%),150,180,330,963.60,633.60,65.75,192.00,High Value - Retain
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1,2,2667,1551,1116,0.672,4883,85,0.735,0.582,54.53,4,4,4,0,Champions,36,406.92,7.08,10.17,23.27,33.44,1.00,35.91,1200.89,Premium,Gold (Top 25%),150,180,330,1203.76,873.76,72.59,264.78,High Value - Retain
709869708,Existing Customer,54,F,3,College,Single,Less than $40K,Blue,45,5,1,4,3062,2039,1023,1.057,4037,71,0.821,0.666,45.55,4,3,3,0,Potential Loyalists,45,336.42,5.92,8.41,30.58,39.00,0.98,43.93,1713.21,Premium,Platinum (Top 10%),150,225,375,1754.79,1379.79,78.63,367.94,High Value - Retain
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5,0,3114,1059,2055,0.78,4342,62,0.771,0.34,42.368,1,2,3,0,Hibernating,36,361.83,5.17,9.05,15.89,24.93,0.61,21.84,544.49,Medium,Bronze (Top 75%),150,180,330,897.51,567.51,63.23,171.97,Low Value - Grow
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,3,14948,2158,12790,0.844,3094,56,1,0.144,35.58,3,2,2,0,Need Attention,48,257.83,4.67,6.45,32.37,38.82,0.76,36.45,1414.66,Premium,Gold (Top 25%),150,240,390,1863.16,1473.16,79.07,377.73,High Value - Retain
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,0,1749,1.006,2510,38,0.407,0,26.04,3,1,2,1,Need Attention,37,209.17,3.17,5.23,0.00,5.23,0.76,28.09,146.90,Low,Standard,150,185,335,193.48,-141.52,-73.15,-42.25,Low Value - Lost
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2,1,2534,1706,828,0.793,3965,57,1.111,0.673,39.46,3,2,3,0,Need Attention,36,330.42,4.75,8.26,25.59,33.85,0.76,27.33,925.27,High,Silver (Top 50%),150,180,330,1218.62,888.62,72.92,269.28,High Value - Retain
716079708,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,36,5,2,2,2503,2373,130,0.697,4647,65,0.806,0.948,45.39,3,2,3,0,Need Attention,36,387.25,5.42,9.68,35.60,45.28,0.76,27.33,1237.58,Premium,Gold (Top 25%),150,180,330,1629.95,1299.95,79.75,393.92,High Value - Retain
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,31,4,3,2,1854,0,1854,0.885,5245,89,0.712,0,57.18,2,4,4,0,Loyal Customers,31,437.08,7.42,10.93,0.00,10.93,0.98,30.35,331.67,Low,Standard,150,155,305,338.74,33.74,9.96,11.06,Low Value - Grow
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,35,3,1,3,4092,622,3470,0.775,5001,88,0.492,0.152,56.204,4,4,4,0,Champions,35,416.75,7.33,10.42,9.33,19.75,1.00,34.92,689.55,Medium,Bronze (Top 75%),150,175,325,691.21,366.21,52.98,112.68,Low Value - Grow
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1,4,13284,607,12677,0.857,4942,76,0.652,0.046,51.168,4,3,4,0,Potential Loyalists,54,411.83,6.33,10.30,9.11,19.40,0.98,52.72,1022.82,High,Silver (Top 50%),150,270,420,1047.65,627.65,59.91,149.44,High Value - Retain
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,53,6,3,4,4830,1469,3361,0.634,3365,63,0.75,0.304,39.26,2,2,2,0,Hibernating,53,280.42,5.25,7.01,22.04,29.05,0.61,32.15,933.92,High,Silver (Top 50%),150,265,415,1539.41,1124.41,73.04,270.94,High Value - Retain
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911,916,4995,0.471,1656,31,0.722,0.155,19.82,3,1,1,1,Need Attention,25,138.00,2.58,3.45,13.74,17.19,0.76,18.98,326.30,Low,Standard,150,125,275,429.75,154.75,36.01,56.27,Low Value - Lost
719186433,Existing Customer,53,F,1,College,Single,Unknown,Blue,44,3,2,2,11012,1328,9684,0.617,3793,86,0.654,0.121,50.37,3,4,2,0,Potential Loyalists,44,316.08,7.17,7.90,19.92,27.82,0.98,42.96,1195.16,Premium,Gold (Top 25%),150,220,370,1224.17,854.17,69.78,230.86,High Value - Retain
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3,2,19188,0,19188,0.453,4366,69,0.816,0,45.66,2,3,3,0,At Risk,24,363.83,5.75,9.10,0.00,9.10,0.94,22.53,204.91,Low,Standard,150,120,270,218.30,-51.70,-23.68,-19.15,Low Value - Grow
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056,940,17116,0.629,4473,72,0.6,0.052,47.49,3,3,3,0,Potential Loyalists,31,372.75,6.00,9.32,14.10,23.42,0.98,30.27,708.78,Medium,Bronze (Top 75%),150,155,305,725.98,420.98,57.99,138.03,Low Value - Grow
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5,2,1438.3,754,684.3,0.74,4457,69,0.683,0.524,45.63,1,3,3,0,At Risk,37,371.42,5.75,9.29,11.31,20.60,0.94,34.73,715.28,Medium,Bronze (Top 75%),150,185,335,762.03,427.03,56.04,127.47,Low Value - Grow
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K,Blue,13,5,2,3,3201,984,2217,0.639,5155,77,0.925,0.307,52.22,3,3,4,0,Potential Loyalists,13,429.58,6.42,10.74,14.76,25.50,0.98,12.69,323.64,Low,Standard,150,65,215,331.49,116.49,35.14,54.18,Low Value - Grow
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K,Blue,36,6,1,1,1479,1004,475,0.827,5116,75,0.974,0.679,51.46,4,3,4,0,Potential Loyalists,36,426.33,6.25,10.66,15.06,25.72,0.98,35.15,903.92,High,Silver (Top 50%),150,180,330,925.86,595.86,64.36,180.56,High Value - Retain
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K,Blue,30,5,1,2,3144,2216,928,0.741,4717,75,0.562,0.705,49.87,4,3,3,0,Potential Loyalists,30,393.08,6.25,9.83,33.24,43.07,0.98,29.29,1261.40,Premium,Gold (Top 25%),150,150,300,1292.01,992.01,76.78,330.67,High Value - Retain
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K,Blue,45,5,3,4,1854,1480,374,0.853,3292,73,0.921,0.798,42.97,2,3,2,0,Need Attention,45,274.33,6.08,6.86,22.20,29.06,0.76,34.17,992.85,High,Silver (Top 50%),150,225,375,1307.63,932.63,71.32,248.70,High Value - Retain
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960,0,1960,0.493,2253,39,0.345,0,25.212,2,1,2,1,Hibernating,43,187.75,3.25,4.69,0.00,4.69,0.61,26.09,122.45,Low,Standard,150,215,365,201.83,-163.17,-80.84,-44.70,Low Value - Lost
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2,3,9782,1793,7989,0.886,3672,75,0.923,0.183,45.49,3,3,2,0,Potential Loyalists,36,306.00,6.25,7.65,26.90,34.55,0.98,35.15,1214.15,Premium,Gold (Top 25%),150,180,330,1243.62,913.62,73.46,276.85,High Value - Retain
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,39,3,3,2,3144,0,3144,0.561,3774,80,0.818,0,47.696,2,3,2,0,Need Attention,39,314.50,6.67,7.86,0.00,7.86,0.76,29.61,232.82,Low,Standard,150,195,345,306.64,-38.36,-12.51,-11.12,Low Value - Grow
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738,0,4738,0.641,1900,36,0.5,0,22.60,2,1,1,1,Lost,42,158.33,3.00,3.96,0.00,3.96,0.68,28.56,113.04,Low,Standard,150,210,360,166.25,-193.75,-116.54,-53.82,Low Value - Lost
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.602,1987,46,0.586,0.004,27.148,3,2,1,1,Need Attention,36,165.58,3.83,4.14,2.31,6.45,0.76,27.33,176.29,Low,Standard,150,180,330,232.19,-97.82,-42.13,-29.64,Low Value - Lost
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K,Blue,29,4,2,3,1438.3,856,582.3,0.792,4432,92,0.736,0.595,55.33,3,4,3,0,Potential Loyalists,29,369.33,7.67,9.23,12.84,22.07,0.98,28.31,624.96,Medium,Bronze (Top 75%),150,145,295,640.13,345.13,53.92,116.99,Low Value - Grow
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.536,1370,38,0.357,0,21.68,4,1,1,1,New Customers,37,114.17,3.17,2.85,0.00,2.85,0.90,33.45,95.47,Low,Standard,150,185,335,105.60,-229.40,-217.22,-68.48,Low Value - Lost
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2,4,2156,1114,1042,0.603,4106,66,0.833,0.517,43.62,3,2,3,0,Need Attention,23,342.17,5.50,8.55,16.71,25.26,0.76,17.46,441.20,Medium,Bronze (Top 75%),150,115,265,581.08,316.08,54.39,119.27,Low Value - Grow
779070033,Existing Customer,63,F,0,College,Single,Less than $40K,Blue,44,3,4,2,1938,0,1938,0.536,3974,56,0.931,0,38.696,1,2,3,0,Hibernating,44,331.17,4.67,8.28,0.00,8.28,0.61,26.69,221.00,Low,Standard,150,220,370,364.28,-5.72,-1.57,-1.55,Low Value - Grow
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K,Blue,52,3,3,1,1438.3,0,1438.3,0.925,3560,67,0.861,0,41.64,2,2,2,0,Hibernating,52,296.67,5.58,7.42,0.00,7.42,0.61,31.55,233.97,Low,Standard,150,260,410,385.67,-24.33,-6.31,-5.93,Low Value - Grow
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,1692,2089,0.791,2310,43,0.72,0.448,27.04,2,1,2,1,Hibernating,44,192.50,3.58,4.81,25.38,30.19,0.61,26.69,805.95,High,Silver (Top 50%),150,220,370,1328.47,958.47,72.15,259.05,High Value - Win Back
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K,Gold,37,6,2,0,34516,1948,32568,0.666,4539,75,0.705,0.056,48.96,3,3,3,0,Potential Loyalists,37,378.25,6.25,9.46,29.22,38.68,0.98,36.12,1397.11,Premium,Gold (Top 25%),150,185,335,1431.02,1096.02,76.59,327.17,High Value - Retain
809538783,Existing Customer,49,M,1,High School,Single,$120K +,Blue,44,6,2,3,1438.3,1058,380.3,0.56,4109,72,0.8,0.736,46.04,3,3,3,0,Potential Loyalists,44,342.42,6.00,8.56,15.87,24.43,0.98,42.96,1049.47,High,Silver (Top 50%),150,220,370,1074.94,704.94,65.58,190.52,High Value - Retain
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,33.124,3,2,2,1,Need Attention,36,256.75,4.17,6.42,0.00,6.42,0.76,27.33,175.45,Low,Standard,150,180,330,231.08,-98.92,-42.81,-29.98,Low Value - Lost
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K,Blue,23,6,3,1,2211,1370,841,0.781,4359,79,0.927,0.62,49.64,2,3,3,0,At Risk,23,363.25,6.58,9.08,20.55,29.63,0.94,21.59,639.71,Medium,Bronze (Top 75%),150,115,265,681.52,416.52,61.12,157.18,Low Value - Grow
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown,Blue,28,6,2,2,1493,792,701,0.688,4131,80,0.702,0.53,49.32,3,3,3,0,Potential Loyalists,28,344.25,6.67,8.61,11.88,20.49,0.98,27.34,560.02,Medium,Bronze (Top 75%),150,140,290,573.62,283.62,49.44,97.80,Low Value - Grow
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631,2048,18583,0.676,4827,77,0.711,0.099,51.108,4,3,4,0,Potential Loyalists,36,402.25,6.42,10.06,30.72,40.78,0.98,35.15,1433.16,Premium,Gold (Top 25%),150,180,330,1467.95,1137.95,77.52,344.83,High Value - Retain
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2,1,2255,1647,608,0.848,4270,76,0.767,0.73,48.28,3,3,3,0,Potential Loyalists,33,355.83,6.33,8.90,24.71,33.60,0.98,32.22,1082.55,High,Silver (Top 50%),150,165,315,1108.83,793.83,71.59,252.01,High Value - Retain
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1,3,1507,961,546,0.678,4126,90,0.667,0.638,53.504,4,4,3,0,Potential Loyalists,42,343.83,7.50,8.60,14.42,23.01,0.98,41.00,943.55,High,Silver (Top 50%),150,210,360,966.45,606.45,62.75,168.46,High Value - Retain
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,11097,0,11097,0.648,4836,83,0.566,0,53.544,4,4,4,0,Champions,53,403.00,6.92,10.08,0.00,10.08,1.00,52.87,532.70,Medium,Bronze (Top 75%),150,265,415,533.98,118.98,22.28,28.67,Low Value - Grow
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown,Blue,40,5,1,1,8162,1704,6458,0.819,4334,80,0.739,0.209,50.34,4,3,3,0,Potential Loyalists,40,361.17,6.67,9.03,25.56,34.59,0.98,39.05,1350.78,Premium,Gold (Top 25%),150,200,350,1383.57,1033.57,74.70,295.30,High Value - Retain
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K,Blue,36,3,1,2,18721,1568,17153,0.788,4537,81,0.8,0.084,51.55,4,3,3,0,Potential Loyalists,36,378.08,6.75,9.45,23.52,32.97,0.98,35.15,1158.87,Premium,Gold (Top 25%),150,180,330,1187.00,856.99,72.20,259.70,High Value - Retain
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,0.64,2162,36,0.161,0,23.848,3,1,2,1,Need Attention,51,180.17,3.00,4.50,0.00,4.50,0.76,38.72,174.42,Low,Standard,150,255,405,229.71,-175.29,-76.31,-43.28,Low Value - Lost
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2,4,1736,1513,223,0.829,3462,67,0.558,0.872,41.448,3,2,2,0,Need Attention,36,288.50,5.58,7.21,22.70,29.91,0.76,27.33,817.49,High,Silver (Top 50%),150,180,330,1076.67,746.67,69.35,226.26,High Value - Retain
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K,Blue,34,5,2,4,1864,1427,437,0.725,3833,73,0.587,0.766,45.33,3,3,2,0,Potential Loyalists,34,319.42,6.08,7.99,21.40,29.39,0.98,33.19,975.59,High,Silver (Top 50%),150,170,320,999.27,679.27,67.98,212.27,High Value - Retain
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K,Blue,37,4,3,0,6611,1041,5570,0.744,4037,74,0.682,0.157,46.348,2,3,3,0,At Risk,37,336.42,6.17,8.41,15.62,24.03,0.94,34.73,834.41,High,Silver (Top 50%),150,185,335,888.94,553.94,62.31,165.36,High Value - Retain
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown,Blue,13,4,1,4,7942,2087,5855,0.754,4068,66,0.61,0.263,43.672,4,2,3,0,New Customers,13,339.00,5.50,8.48,31.31,39.78,0.90,11.75,467.54,Medium,Bronze (Top 75%),150,65,215,517.14,302.14,58.43,140.53,Low Value - Grow
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382,1159,12223,0.404,1828,45,0.5,0.087,25.912,2,1,1,1,Lost,36,152.33,3.75,3.81,17.38,21.19,0.68,24.48,518.76,Medium,Bronze (Top 75%),150,180,330,762.96,432.96,56.75,131.20,Low Value - Lost
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550,0.908,2616,42,0.826,0,28.464,4,1,2,1,New Customers,55,218.00,3.50,5.45,0.00,5.45,0.90,49.72,271.00,Low,Standard,150,275,425,299.75,-125.25,-41.78,-29.47,Low Value - Lost
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,2650,1646,1004,0.747,4512,80,0.509,0.621,50.65,2,3,3,0,At Risk,36,376.00,6.67,9.40,24.69,34.09,0.94,33.79,1151.96,Premium,Gold (Top 25%),150,180,330,1227.24,897.24,73.11,271.89,High Value - Retain
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696,0,1696,0.857,2095,43,0.536,0,26.38,3,1,1,1,Need Attention,36,174.58,3.58,4.36,0.00,4.36,0.76,27.33,119.30,Low,Standard,150,180,330,157.13,-172.87,-110.02,-52.39,Low Value - Lost
